bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,summary
2822,Hardcase (Joe Kurtz  #1),Dan Simmons,3.68,312980167,9.78E+12,en-US,291,1067,61,8/19/2002,Minotaur Books,
2823,Summer of Night (Seasons of Horror  #1),Dan Simmons,4.02,446362662,9.78E+12,eng,600,16116,894,03-01-1992,Warner Books,
2824,Vengeance (Joe Kurtz  #1),Dan Simmons,3.68,2268041042,9.78E+12,fre,243,1,0,10/31/2001,Editions du Rocher,
2825,Carrion Comfort,Dan Simmons,3.9,446359203,9.78E+12,eng,884,15742,714,10-01-1990,Warner Books,
2826,The Rise of Endymion (Hyperion Cantos  #4),Dan Simmons,4.18,553572989,9.78E+12,eng,709,36728,1229,07-01-1998,Spectra,
2827,Children of the Night,Dan Simmons,3.71,446364754,9.78E+12,eng,464,5855,264,06-01-1993,Warner Books,
2828,The Group,Mary McCarthy,3.66,451025016,9.78E+12,eng,397,61,17,09-01-1964,Signet,
2829,Haruki Murakami and the Music of Words,Jay Rubin,3.83,99455447,9.78E+12,eng,462,1444,68,01-06-2005,Vintage,
2830,Norwegian Wood,Haruki Murakami/Jay Rubin,4.03,375704027,9.78E+12,eng,296,248676,12203,09-12-2000,Vintage Books,
2831,A Wild Sheep Chase (The Rat  #3),Haruki Murakami/Alfred Birnbaum,3.95,037571894X,9.78E+12,eng,353,68918,3022,04-09-2002,Vintage,
2832,Horton Hatches the Egg,Dr. Seuss,4.16,7175191,9.78E+12,eng,64,37851,597,10-02-2004,Harpercollins Children's Books,
2833,Seaward,Susan Cooper,3.97,20421907,9.78E+12,eng,167,1756,72,4/30/1987,Aladdin Paperbacks,
2834,The Boggart,Susan Cooper/Omar Rayyan,3.75,1416905278,9.78E+12,eng,196,4085,181,5/31/2005,Aladdin Paperbacks,
2835,Silver on the Tree (The Dark is Rising  #5),Susan Cooper,4.15,689840330,9.78E+12,eng,274,27802,507,12-01-2000,Margaret K. McElderry Books,
2836,Trouble Is My Business,Raymond Chandler,4.06,394757645,9.78E+12,eng,224,9606,258,08-12-1988,Vintage Crime/Black Lizard,
2837,The Captain's Verses,Pablo Neruda/Donald Devenish Walsh,4.25,811215806,9.78E+12,mul,151,4494,160,7/19/2004,New Directions Publishing Corporation,
2838,Herbert the Timid Dragon,Mercer Mayer,4.62,307114635,9.78E+12,eng,48,23,4,07-01-1991,Western Publishing Company  Golden Books,
2839,Under the Net,Iris Murdoch,3.77,140014454,9.78E+12,eng,252,11174,465,10/27/1982,Penguin Books Ltd,
2840,100 Love Sonnets,Pablo Neruda/Stephen Tapscott,4.39,292760280,9.78E+12,eng,232,12613,392,01-01-1986,University of Texas Press,
2841,Jazz,Toni Morrison,3.81,679411674,9.78E+12,eng,229,428,54,04-07-1992,Alfred A. Knopf,
2842,Sula,Toni Morrison,3.93,452283868,9.78E+12,eng,174,47998,2479,04-05-2002,Plume Books,
2843,Tar baby,Toni Morrison,3.93,2264026219,9.78E+12,fre,431,11,0,2/20/1997,Editions 10/18,
2844,Pacific Northwest Hiking: The Complete Guide to More Than 1 000 of the Best Hikes in Washington and Oregon (Foghorn Outdoors),Scott Leonard/Megan McMorris,4.24,1566915902,9.78E+12,eng,912,12,1,4/29/2005,Rick Steves,
2845,The Guns of August,Barbara W. Tuchman/Robert K. Massie,4.17,345476093,9.78E+12,eng,606,40927,1671,08-03-2004,Ballantine Books,
2846,It Can't Happen Here,Sinclair Lewis/Michael R.  Meyer,3.77,045121658X,9.78E+12,eng,400,9031,1555,10-04-2005,NAL Trade,
2847,Babbitt,Sinclair Lewis,3.66,486431673,9.78E+12,en-US,320,249,29,9/22/2003,Dover Publications,
2848,Main Street,Sinclair Lewis/Brooke Allen,3.77,1593080360,9.78E+12,en-US,560,286,37,08-01-2003,Barnes  Noble Classics,
2849,Arrowsmith / Elmer Gantry / Dodsworth,Sinclair Lewis/Richard R. Lingeman,3.9,1931082081,9.78E+12,en-US,1346,58,11,8/26/2002,Library of America,
2850,Elmer Gantry,Sinclair Lewis,3.99,2859405461,9.78E+12,fre,352,3840,318,10-01-1998,Phébus,
2851,Die Geisha,Arthur Golden,4.11,3442726328,9.78E+12,ger,573,314,14,02-01-2000,Wilhelm Goldmann Verlag  GmbH,
2852,Arthur Edward Waite's Quest of the Golden Stairs,Arthur Edward Waite,3.9,766144739,9.78E+12,eng,184,9,0,04-07-2003,Kessinger Publishing,
2853,Arrowsmith,Sinclair Lewis/E.L. Doctorow,3.82,451526910,9.78E+12,eng,428,5889,300,06-01-1953,Harcourt Brace Jovanovich,
2854,Something Wicked This Way Comes,Ray Bradbury,3.94,965020452,9.78E+12,eng,293,834,54,01-01-2001,Bookspan,
2855,Living on the Ragged Edge: Finding Joy in a World Gone Mad: Workbook,Charles R. Swindoll,4.2,1418503460,9.78E+12,en-US,268,3,0,04-06-2005,Nelson Reference & Electronic Publishing,
2856,A Door of Hope,Jan Frank,3.97,898401879,9.78E+12,eng,197,28,3,04-01-1987,Here's Life Publishers,
2857,Captivating: Unveiling the Mystery of a Woman's Soul,John Eldredge/Stasi Eldredge,3.91,785264698,9.78E+12,en-US,243,42509,738,04-05-2005,Nelson Books,
2858,Family (Firstborn  #4),Karen Kingsbury,4.42,842387463,9.78E+12,eng,345,8370,143,10-01-2006,Tyndale House Publishers,
2859,Found (Firstborn  #3),Karen Kingsbury,4.44,842387455,9.78E+12,eng,342,8874,174,08-01-2006,Tyndale House Publishers,
2860,Forever (Firstborn  #5),Karen Kingsbury,4.43,1414307640,9.78E+12,eng,346,8158,146,2/22/2007,Tyndale House Publishers,
2861,Ever After (Lost Love  #2),Karen Kingsbury,4.32,031024756X,9.78E+12,eng,337,10722,354,01-01-2007,Zondervan,
2862,Return (Redemption  #3),Karen Kingsbury/Gary Smalley,4.45,842382895,9.78E+12,eng,384,13180,288,09-01-2003,Tyndale House Publishers,
2863,The Red Gloves Collection (Red Gloves  #1-4),Karen Kingsbury,4.49,446579629,9.78E+12,eng,640,718,36,10-10-2006,FaithWords,
2864,Reunion (Redemption  #5),Karen Kingsbury/Gary Smalley,4.5,842386882,9.78E+12,en-US,400,12509,271,07-01-2004,Tyndale House Publishers,
2865,Redemption (Redemption  #1),Karen Kingsbury/Gary Smalley,4.38,842356223,9.78E+12,eng,384,25248,859,7/22/2002,Tyndale House Publishers,
2866,Forgiven (Firstborn  #2),Karen Kingsbury,4.41,842387447,9.78E+12,eng,358,9804,172,9/23/2005,Tyndale House Publishers,
2867,Rejoice (Redemption  #4),Karen Kingsbury/Gary Smalley,4.46,84386874,9.78E+12,eng,344,12550,201,3/22/2004,Tyndale House Publishers,
2868,Where I'm Calling From: New and Selected Stories,Raymond Carver,4.42,679722319,9.78E+12,eng,544,18280,772,09-12-2000,Vintage Contemporaries,
2869,All of Us: The Collected Poems,Raymond Carver,4.3,375703802,9.78E+12,eng,416,1651,107,04-04-2000,Vintage,
2870,Short Cuts: Selected Stories,Raymond Carver/Robert Altman,4.11,679748644,9.78E+12,eng,157,4455,232,9/14/1993,Vintage,
2871,Cathedral,Raymond Carver,4.28,679723692,9.78E+12,eng,230,21895,894,6/18/1989,Vintage Contemporaries,
2872,In Pharaoh's Army: Memories of the Lost War,Tobias Wolff/Luann Walther,4.08,679760237,9.78E+12,eng,240,2398,175,9/26/1995,Vintage,
2873,Old School,Tobias Wolff,3.82,747574650,9.78E+12,eng,196,7772,826,02-07-2005,Bloomsbury,
2874,This Boy's Life,Tobias Wolff,3.98,802136680,9.78E+12,eng,304,22828,1304,1/20/2000,Grove Press,
2875,The Vintage Book of Contemporary American Short Stories,Tobias Wolff,4.11,679745130,9.78E+12,eng,576,1227,79,09-06-1994,Vintage,
2876,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,4.24,312243359,9.78E+12,eng,356,24862,1443,09-04-1999,Picador USA,
2877,The Paris Review Interviews  I: 16 Celebrated Interviews,The Paris Review/Philip Gourevitch/Rebecca West/Elizabeth Bishop/Robert  Stone/Robert Gottlieb/Richard Price/Billy Wilder/Jack Gilbert/Joan Didion/Dorothy Parker/Truman Capote/Ernest Hemingway/T.S. Eliot/Saul Bellow/Jorge Luis Borges/Kurt Vonnegut Jr./James M. Cain,4.37,312361750,9.78E+12,eng,510,866,103,10/17/2006,Picador USA,
2878,The Living and the Dead: Robert McNamara and Five Lives of a Lost War,Paul Hendrickson,4.01,067978117X,9.78E+12,eng,448,135,11,10/28/1997,Vintage,
2879,Sons of Mississippi: A Story of Race and Its Legacy,Paul Hendrickson,3.81,375704256,9.78E+12,eng,368,170,31,01-06-2004,Vintage,
2880,Looking for the Light: The Hidden Life and Art of Marion Post Wolcott,Paul Hendrickson/Marion Post Wolcott,4.07,394577299,9.78E+12,eng,297,14,3,4/21/1992,Alfred A. Knopf,
2881,The Color Purple,Alice Walker,4.2,671727796,9.78E+12,eng,295,445206,9643,04-01-2004,Pocket,
2882,Bright Purple: Color Me Confused (TrueColors  #10),Melody Carlson,3.49,1576839508,9.78E+12,eng,213,806,61,09-05-2006,Th1nk Books,
2883,Humboldt's Gift,Saul Bellow,3.86,140189440,9.78E+12,eng,487,6995,378,06-01-1996,Penguin Classics,
2884,The Promise,Chaim Potok,4.15,1400095417,9.78E+12,eng,368,11255,499,11-08-2005,Anchor Books,
2885,The Gift of Asher Lev,Chaim Potok,4.16,449001156,9.78E+12,eng,384,6224,339,09-10-1997,Ballantine Books,
2886,In the Beginning,Chaim Potok,4.08,044900113X,9.78E+12,eng,416,2222,120,09-10-1997,Ballantine Books,
2887,My Name Is Asher Lev,Chaim Potok,4.21,1400031044,9.78E+12,eng,369,32785,2398,03-11-2003,Anchor,
2888,L'Échiquier du mal,Dan Simmons,3.9,2207254410,9.78E+12,fre,999,63,7,06-08-2003,Denoël,
2889,L'Éveil d'Endymion II,Dan Simmons,4.25,2266106341,9.78E+12,fre,410,19,0,07-06-2000,Pocket,
2890,Les Larmes d'Icare,Dan Simmons/Jean-Daniel Brèque,3.81,220724038X,9.78E+12,fre,357,0,0,3/15/1994,Denoël,
2891,L'Épée de Darwin,Dan Simmons/Guy Abadia,3.33,2268043185,9.78E+12,fre,436,3,0,11/20/2002,Éditions du Rocher,
2892,Les Fils des ténèbres,Dan Simmons,3.71,2226074740,9.78E+12,fre,464,6,0,10-01-1994,Albin Michel,
2893,Endymion: Pforten der Zeit,Dan Simmons,4.17,3442353920,9.78E+12,ger,672,3,0,02-01-2001,Blanvalet Taschenbuch,
2894,1 000 Places to See Before You Die,Patricia Schultz,3.85,761104844,9.78E+12,eng,992,36303,439,5/22/2003,Workman Publishing Company,
2895,The Crook Factory,Dan Simmons,3.8,380789175,9.78E+12,eng,580,1108,89,08-01-2000,HarperTorch,
2896,Swan Song,Robert R. McCammon,4.28,067162413X,9.78E+12,eng,956,147,23,06-01-1987,Pocket Books,
2897,Mine,Robert R. McCammon,3.9,671739441,9.78E+12,en-GB,496,9111,231,05-01-1991,Pocket Books,
2898,Gone South,Robert R. McCammon,3.93,671743074,9.78E+12,eng,400,4849,228,08-01-1993,Pocket Books,
2899,Usher's Passing,Robert R. McCammon,3.92,671769928,9.78E+12,eng,416,3226,143,10-01-1992,Pocket Books,
2900,The Wolf's Hour,Robert R. McCammon,4.06,671731424,9.78E+12,eng,603,8741,326,8/15/1990,Pocket Books,
2901,Mystery Walk,Robert R. McCammon,3.89,067176991X,9.78E+12,eng,432,2242,96,10-01-1992,Pocket Books,
2902,Boy's Life,Robert R. McCammon,4.35,671743058,9.78E+12,eng,580,17540,1740,05-01-1992,Pocket Books,
2903,Stinger,Robert R. McCammon,3.87,671737767,9.78E+12,en-US,538,5725,147,04-01-1988,Pocket Books,
2904,Danse Macabre,Stephen King,3.64,042518160X,9.78E+12,eng,400,21063,460,09-01-2001,Berkley,
2905,The Secretary of Dreams  Volume One,Stephen King/Glenn Chadbourne,4.47,1587671409,9.78E+12,eng,281,291,7,10/30/2006,Cemetery Dance Publications,
2906,The Green Mile,Stephen King,4.44,451933028,9.78E+12,eng,592,207869,4570,09-01-1996,Penguin Signet,
2907,Dreamcatcher,Stephen King/William Olivier Desmond/Maria Teresa Marenco,3.63,2226131906,9.78E+12,fre,688,136312,1617,03-01-2002,Albin Michel,
2908,Storm of the Century: An Original Screenplay,Stephen King,3.92,965796930,9.78E+12,en-US,376,252,14,01-01-1999,Book of the Month Club,
2909,The Body,Stephen King/Robin Waterfield,4.25,582418178,9.78E+12,eng,80,29670,974,12/20/1999,Penguin Books,
2910,Creepshow,Stephen King/Bernie Wrightson/Michele Wrightson,4.07,452253802,9.78E+12,eng,66,34392,275,08-01-1982,Plume,
2911,On Writing: A Memoir,Stephen King,4.33,340820462,9.78E+12,eng,384,1118,142,09-01-2001,New English Library,
2912,La Torre Oscura VII - Tomo 2 of 2 (La Torre Oscura  #7),Stephen King/Verónica Canales,4.24,9506440824,9.79E+12,spa,496,192,9,4/28/2006,Plaza y Janés,
2913,The Dark Half,Stephen King,3.77,045052468X,9.78E+12,eng,469,110131,1282,10-07-1990,New English Library,
2914,The Science of Stephen King: From 'Carrie' to 'Cell ' The Terrifying Truth Behind the Horror Master's Fiction,Lois H. Gresh/Robert E. Weinberg,3.42,471782475,9.78E+12,eng,272,62,9,08-01-2007,Wiley,
2915,The Girl Who Loved Tom Gordon,Stephen King,3.59,671042858,9.78E+12,eng,264,1997,184,02-01-2000,Pocket Books,
2916,Riding the Bullet,Stephen King/Josh Hamilton,3.63,743525876,9.78E+12,eng,66,11649,270,05-01-2002,Simon  Schuster Audio,
2917,The Bachman Books: Four Early Novels by Stephen King,Stephen King/Richard Bachman,4.11,453005071,9.78E+12,eng,692,1098,84,10-04-1985,NAL Books,
2918,El umbral de la noche,Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,4,060981088X,9.78E+12,spa,424,737,119,09-04-2001,Plaza y Janés,
2919,Stand by Me,Raynold Gideon,4.32,9998691567,9.79E+12,eng,96,1436,24,06-01-1986,Columbia Pictures Pubns,
2920,La danza de la muerte,Stephen King/Eduardo Goligorsky,4.34,8401321689,9.79E+12,spa,613,64,3,07-10-1986,Plaza & Janes Editores Sa,
2921,The Gardens of Emily Dickinson,Judith Farr/Louise Carter,3.84,067401829X,9.78E+12,eng,350,54,13,10-01-2005,Harvard University Press,
2922,The Life of Emily Dickinson,Richard B. Sewall,4.29,674530802,9.78E+12,eng,821,315,20,7/15/1998,Harvard University Press,
2923,The Poems of Emily Dickinson,Emily Dickinson/R.W. Franklin,4.25,674018249,9.78E+12,eng,690,475,39,10-01-2005,Belknap Press,
2924,Selected Poetry of Emily Dickinson,Emily Dickinson,4.17,385487185,9.78E+12,eng,299,77,3,4/14/1997,Doubleday Books,
2925,The Unabridged Journals of Sylvia Plath,Sylvia Plath/Karen V. Kukil,4.31,385720254,9.78E+12,eng,732,14009,483,10/17/2000,Anchor,
2926,Ariel: The Restored Edition,Sylvia Plath/Frieda Hughes,4.27,60732601,9.78E+12,eng,256,3737,283,03-06-2018,Harper Perennial Modern Classics,
2927,The Colossus and Other Poems,Sylvia Plath,4.19,375704469,9.78E+12,eng,84,9140,224,5/19/1998,Vintage,
2928,Rough Magic: A Biography of Sylvia Plath,Paul Alexander,3.92,306812991,9.78E+12,eng,402,1516,60,9/18/2003,Da Capo Press,
2929,The Journals of Sylvia Plath,Sylvia Plath/Ted Hughes/Frances McCullough,4.17,385493916,9.78E+12,eng,384,1163,64,05-11-1998,Anchor,
2930,The Death and Life of Sylvia Plath,Ronald Hayman,3.67,750934220,9.78E+12,eng,224,453,24,7/24/2003,Sutton,
2931,Te Kaihau: The Windeater,Keri Hulme,3.72,807611689,9.78E+12,eng,239,165,16,02-01-1987,George Braziller,
2932,Everyman,Philip Roth,3.58,061873516X,9.78E+12,en-US,182,821,131,05-09-2006,Houghton Mifflin,
2933,American Pastoral (The American Trilogy  #1),Philip Roth,3.92,99771810,9.78E+12,eng,432,47156,3007,03-05-1998,Vintage,
2934,I Married a Communist (The American Trilogy  #2),Philip Roth,3.81,375707212,9.78E+12,eng,323,4996,325,11-02-1999,Vintage,
2935,Sabbath's Theater,Philip Roth,3.85,679772596,9.78E+12,eng,451,6993,482,08-06-1996,Vintage,
2936,The Counterlife,Philip Roth,3.91,679749047,9.78E+12,eng,336,3192,195,08-06-1996,Vintage,
2937,Rabbit Angstrom: The Four Novels,John Updike,4.26,679444599,9.78E+12,eng,1520,1512,148,10/17/1995,Everyman's Library,
2938,Terrorist,John Updike,3.17,307264653,9.78E+12,eng,320,3490,410,06-06-2006,Knopf,
2939,Rabbit Novels: Rabbit  Run and Rabbit Redux,John Updike,3.98,345464567,9.78E+12,eng,640,811,55,11-04-2003,Ballantine Books,
2940,Brazil,John Updike,3.45,449911632,9.78E+12,eng,272,2001,150,8/27/1996,Random House Trade Paperbacks,
2941,Conversations with John Updike,James Plath,3.57,878057005,9.78E+12,eng,302,14,2,10/21/2011,University Press of Mississippi,
2942,Rabbit at Rest (Rabbit Angstrom #4),John Updike,3.97,449911942,9.78E+12,eng,608,13361,395,8/27/1996,Random House Trade,
2943,Rest Rabbit Rest (Sweet Pickles  #18),Jacquelyn Reinach/Richard Hefter,4.02,30420563,9.78E+12,eng,32,92,5,03-01-1978,Holt  Rinehart and Winston  Inc.,
2944,The Mambo Kings Play Songs of Love,Oscar Hijuelos,3.68,60845309,9.78E+12,en-US,448,132,19,07-05-2005,Harper Perennial,
2945,Mr. Ives' Christmas,Oscar Hijuelos,3.76,60927542,9.78E+12,eng,256,949,128,12/23/2003,Harper Perennial,
2946,A Simple Habana Melody,Oscar Hijuelos,3.45,60928697,9.78E+12,eng,368,330,36,6/17/2003,Harper Perennial,
2947,The Fourteen Sisters of Emilio Montez O'Brien,Oscar Hijuelos,3.69,60975946,9.78E+12,eng,496,467,31,12/23/2003,Harper Perennial,
2948,The Stories of John Cheever,John Cheever/Pelle Fritz-Crone,4.27,375724427,9.78E+12,eng,693,12270,529,5/16/2000,Vintage International,
2949,Istanbul: Memories and the City,Orhan Pamuk,3.79,1400033888,9.78E+12,eng,356,11930,973,07-11-2006,Vintage International,
2950,The Black Book,Orhan Pamuk/Maureen Freely/عین له غریب,3.91,1400078652,9.78E+12,eng,466,6352,425,07-11-2006,Vintage,
2951,The White Castle,Orhan Pamuk/Victoria Rowe Holbrook,3.46,571164668,9.78E+12,eng,161,6994,431,7/26/2000,Faber and Faber,
2952,La Vida Nueva,Orhan Pamuk/Rafael Carpintero,3.56,9707707763,9.79E+12,spa,282,7,0,10-01-2006,Alfaguara,
2953,Granta 85: Hidden Histories,Ian Jack,3.83,1929001150,9.78E+12,eng,254,34,4,05-07-2004,Grove Press  Granta,
2954,Me llamo rojo,Orhan Pamuk/Rafael Carpintero,3.85,8466368876,9.79E+12,spa,687,413,45,01-01-2007,Punto de Lectura,
2955,The Collected Poems  1957-1987,Octavio Paz/Eliot Weinberger/Elizabeth Bishop,4.3,811211738,9.78E+12,eng,669,2896,46,4/17/1991,New Directions Publishing Corporation,
2956,The Labyrinth of Solitude and Other Writings,Octavio Paz/Lysander Kemp/Yara Milos,4.14,080215042X,9.78E+12,eng,398,5170,154,01-12-1994,Grove Press,
2957,Sor Juana: Or  the Traps of Faith,Octavio Paz/Margaret Sayers Peden,4.22,674821068,9.78E+12,eng,547,44,6,01-02-1990,Belknap Press,
2958,Selected Poems,Octavio Paz/Eliot Weinberger/Charles Tomlinson/William Carlos Williams/Monique Fong Wust/G. Aroul/Elizabeth Bishop/Paul Blackburn/Lysander Kemp/Denise Levertov/Muriel Rukeyser/Mark Strand,4.21,811208990,9.78E+12,eng,160,373,18,9/17/1984,New Directions,
2959,The Double Flame: Love and Eroticism,Octavio Paz/Helen Lane,4.21,156003651,9.78E+12,eng,276,602,30,06-01-1996,Harcourt,
2960,The English Patient: A Screenplay (Screen and Cinema),Anthony Minghella/Michael Ondaatje,3.86,413715000,9.78E+12,eng,224,25,1,2/24/1997,Bloomsbury Methuen Drama,
2961,Angels & Insects,A.S. Byatt,3.65,676503187,9.78E+12,eng,292,7,0,3/29/1994,Vintage Books,
2962,The Blue Flower,Penelope Fitzgerald,3.47,395859972,9.78E+12,eng,226,3334,514,4/15/1997,Mariner Books,
2963,The Bookshop  The Gate of Angels  The Blue Flower,Penelope Fitzgerald/Frank Kermode,4.07,1400041260,9.78E+12,en-US,472,32,7,9/23/2003,Everyman's Library,
2964,The Human Stain (The American Trilogy  #3),Philip Roth,3.88,99282194,9.78E+12,eng,384,25422,1410,04-05-2001,Vintage,
2965,Housekeeping,Marilynne Robinson,3.82,312424094,9.78E+12,eng,219,34723,4489,11-01-2004,Picador USA,
2966,All Aunt Hagar's Children: Stories,Edward P. Jones,3.78,60557567,9.78E+12,en-US,399,1614,212,8/29/2006,Amistad,
2967,Lost in the City,Edward P. Jones,4.03,006079528X,9.78E+12,eng,268,2228,241,11/30/2004,Amistad Press,
2968,White Noise,Don DeLillo,3.87,140283307,9.78E+12,eng,320,55821,2523,06-01-1999,Penguin Books,
2969,Love-Lies-Bleeding,Don DeLillo,3.41,743273060,9.78E+12,eng,112,300,24,01-10-2006,Scribner,
2970,The Body Artist,Don DeLillo,3.24,743203968,9.78E+12,eng,128,7201,500,02-05-2002,Scribner,
2971,The Hotel New Hampshire,John Irving,3.9,552992097,9.78E+12,eng,520,51267,1195,10/22/1982,Black Swan,
2972,Das Hotel New Hampshire,John Irving/Hans Hermann,3.9,3257211945,9.78E+12,ger,597,301,19,01-01-1984,Diogenes Verlag,
2973,El Hotel New Hampshire,John Irving/Iris Menéndez,3.9,8472238660,9.79E+12,spa,457,18,3,09-01-1995,TusQuets,
2974,Black Girl/White Girl,Joyce Carol Oates,3.23,61125644,9.78E+12,eng,288,2662,290,10/17/2006,Ecco,
2975,Them (Wonderland Quartet  #3),Joyce Carol Oates/Elaine Showalter,3.71,345484401,9.78E+12,eng,576,2686,230,09-12-2006,Modern Library,
2976,You Must Remember This,Joyce Carol Oates,3.76,452280192,9.78E+12,eng,436,2115,116,11-01-1998,Plume,
2977,Wonderland (Wonderland Quartet  #4),Joyce Carol Oates/Elaine Showalter,3.8,081297655X,9.78E+12,eng,528,912,97,09-12-2006,Modern Library,
2978,Missing Mom,Joyce Carol Oates,3.55,60816228,9.78E+12,eng,464,3510,357,8/22/2006,Ecco,
2979,After the Wreck  I Picked Myself Up  Spread My Wings  and Flew Away,Joyce Carol Oates,3.46,60735252,9.78E+12,eng,292,1168,129,09-01-2006,HarperCollins Publishers,
2980,Zombie,Joyce Carol Oates,3.34,452275008,9.78E+12,eng,181,6028,821,09-01-1996,Plume,
2981,The Stone Diaries,Carol Shields,3.87,143036394,9.78E+12,en-US,384,397,40,8/30/2005,Penguin Essential Editions,
2982,Insurgent Collective Action and Civil War in El Salvador,Elisabeth Jean Wood,3.83,521010500,9.78E+12,eng,332,54,4,10/16/2003,Cambridge University Press,
2983,The Whipping Boy,Sid Fleischman/Peter Sís,3.57,60521228,9.78E+12,eng,90,21191,1162,4/15/2003,Greenwillow Books,
2984,Dicey's Song (Tillerman Cycle  #2),Cynthia Voigt,3.96,689863624,9.78E+12,eng,359,16021,594,07-01-2003,Aladdin Paperbacks,
2985,Puzzle Pack: The Witch of Blackbird Pond,Mary B. Collins,1,1583377824,9.78E+12,eng,134,2,0,8/15/2005,Teacher's Pet Publications  Inc.,
2986,City on the Seine: Paris in the Time of Richelieu and Louis XIV  1614-1715,Andrew P. Trout,4.17,333666380,9.78E+12,eng,288,0,0,06-05-1996,Palgrave Macmillan,
2987,Teach Them Diligently: How to Use the Scriptures in Child Training,Lou Priolo,4.25,1889032204,9.78E+12,eng,162,317,40,09-01-2000,Timeless Texts,
